,content
168,爱上一个不爱自己的人怎么办  我喜欢一个女孩子，真的很喜欢，就是忘不掉，表白了，可是她拒绝我了，说对我没感觉，可是我每天还是回去想她，我继续追还有没有希望，我是真的不想放弃
169,沟通心理学的沟通和心理是相辅相成的吗 那我们生活中沟通和心理应当如何运用呢？
170,大学里谈一场轰轰烈烈的恋爱  问过身边的一些朋友，大都这样说。可是，奇怪，我怎么从来没有过这样的想法？最终错过了校园恋爱。
171,我国传统医学如何解释心理障碍发生的原因？
172,没有完全的遗憾——倾诉或是另一种整合能力   1、创伤本身或许有它的价值，但创伤依然是创伤，不能置之不理。2、当我们对某种关系有过度期许；当我们对某些人、某些事过度理想化；过高估计自己宽容的能力；更多寄希望于别人的拯救等等，或许创伤到来时冲击力会更强。3、相反，假如创伤让我们知道，凡事都有代价，即便举案齐眉、相敬如宾的亲人之间也可能因为没有设置好边界，而彼此不得安宁，或许我们才能走得更远。4、倾诉或是对创伤的另外一种整合，当我们可以完整描述创伤，也许已经开始具备处理创伤的能力（未必对，仅供参考）......
173,为什么我总说出朋友们不感兴趣的话？
174,为什么那么多女孩选择了自卑呢 在第一个互评的作业中我就看到了好多人说之前的暗恋或者说喜欢都败于自己的自卑。看到这个其实我蛮难受的，我知道这个世界上有太多人觉得自己不完美，而因为想到自己不好的地方就难受，觉得这会使自己没有那个资格去争取些什么。但我想说的是，这世界上本来就没有完美的人，我们应该接受不完美的自己。喜欢你的人，无论你做什么都会喜欢你，不喜欢你的人无论你做什么他都不会喜欢你。所以我们在乎的应该是那些爱我们的人还有我们自己。要想改变别人很难，所以要学会改变自己。你生活的样子，就是你做出的选择的样子，只要你想，它就可以随时变化。我的意思就是，我们不要沉浸在那些缺陷当中，而不敢正视有缺点的自己，要知道自信的笑容最美。你们说呢？
175,自励 通过前4章学习，自己在情绪管理方面改变很多，今天开始第5章学习，就是有时有热情很积极想完成一件事情，半路中被同事冷水一泼，完了，没有了自励，结果就放弃
176,当你还是高中生的时候，你最想在大学做什么？现在实现了吗？   人生若只如初见，何事秋风悲画扇。你想象中的大学和现在正在经历的大学有差别吗？当年希望在大学做什么？实现了吗？原因是什么？每位同学都来说说你们自己吧！
177,两个客体之间会不会存在不平衡?一个强于另一个?    正如老师所说，我在做完一开始认为对的一件事后，突然心中就冒出怀疑，譬如它有没有伤害到他人啊，我能不能一直保持下去。突然就把好心情给影响了。我就会自我怀疑是不是多虑了。想请问老师这是不是坏的客体占据了主导地位，这样算是平衡吗？
178,初恋为什么分？现在还有联系吗？我这个叫爱情吗？为什么会这样？ 我和他是在网络上认识的，20岁独自一人在纽约，无聊想找个老乡，于是网上边遇见了他，我说我有一份文件要打印，他说他们学校可以免费打印，于是我带着我的文件过去找他，初次见面，他的衣着装扮都是我dream boy的样子，斯文的格子衬衫还有风衣，简单干净，邻家大哥哥的形象，他帮我打完文件，我们又在纽约高铁公园漫步聊天许久，他拿着相机给我拍了很多照片，临末又叫路人给我们照了合影，一切都是我喜欢的样子，但是我并不知道那就是爱情的样子，直到我要回去的时候，他送我去地铁站，说，我好想把你变小揣在兜里带学校去看我讲课，他在学校里做讲师，我依然还没有觉察爱情的样子，临到上地铁我又胡乱翻包包找我的地铁卡，他走过来，摸摸我的头，说小笨猪，东西又找不见了吧，抱了我的腰，吻了我一下，我立马羞红了脸，小鹿乱撞，我确认那是我长这么大第一次被男子近距离亲吻，就是这一吻，害我做错了站，回到家很晚了，晚上睡觉我一直都不敢相信这一吻的真实信.一直都在回味这一吻.以后的日子我们经常周末约出来玩，或者去他家他给我做饭.他看书我睡觉.也会像其他情侣一样在家里相拥相吻，但是他从来没跟我说做我女朋友，也没告诉任何人他有女朋友，后面他回国没有跟我说，直到一年还是半年还是多久，我真的不知道，毕竟他什么时候回国的我都不知道，是突然有一天一个陌生电话，是他打过来的，他说他晚上十一点多的飞机到纽约，怕房东老太太睡着了，他进不去，他让我给房东老太太打电话让别锁门。再后来我们的联系就淡了，我们出来吃饭联系就跟普通朋友一样了，我也没有再去他家里了，他回国依然会给我带好吃的东西过来，依然会问我有没有东西需要带过来，就普通的跟一般朋友一样，去年他爸妈过来，他给我发信息问我要不要过去吃饭，我很高傲，跟他说，我晚上有课不能去，其实那天是没有课的。我们现在普通的就跟一般朋友一样，我没有他的电话，微信圈里，他就跟我的一个粉丝一样，偶尔冒出一句话，我们的微信朋友圈都互不点赞，因为我的微信圈是做代购的刷屏刷的特多，他在国内的时候也会跟我说，他朋友，同事，表妹，啥的要做代购，也都推荐给我。一晃五六年过去了，我依然单身，他，我感觉也还是单身，其实我一直盼望他能跟我说一次做我女朋友好不好，我一定会回答好，我一直很奇怪，这样的经历算不算爱情，别人好歹开始了爱情，我好像都不知道怎么开始的怎么结束的，我好像一点话语权都没有！大家说说，我这叫爱情吗？我自己都模糊了！现在我都28岁了，他也32岁了，都没结婚，我又一直没找见合适的对象，有时候我特别想他能回归，但是我自己却拉不下面子去找他。但是有时候又觉得是我目前没有遇见比他更优秀的人替代他，又想早点结婚，所以才会这样想的，如果遇见一个比他更优秀待我更好的人，我应该不会回头吧，毕竟我那么高傲！
179,该不该放手  本人男，因工作的特殊性，常年工作在外地，一个月休四天。一年前经朋友介绍认识了她。相处一直很融洽，元旦确定了关系，过年期间我提出让双方家长见个面，她推脱了，我也就没有强求。后来今年她母亲住院，我去探望了她母亲。谁知道后来惹出一大堆麻烦事，她本人一直拒绝和我见面，后来我才知道她本来满怀信心的，以为我会顺利通过这次大考，没想到会被pass，然后她提出了分手，我知道那一个月我失去了理智，现在想一想真是老师说的谁先认真，谁就输了。但是我和她第一次见面我就说了，我没有恋爱经验，我就是奔着结婚去的，若果可以的话，我会想办法回到她身边工作。虽然最后一次电话里和平的分手，但我听到她哭的嗓子沙哑，我也第一次因为这中事情哭啼，但是职责在身，不能回去给她最后一个拥抱，看见她送的小礼物，心里还是很难受。唉，迷茫
180,人人可做心理医生。  老师的前提是要把生活参透。要有一定的理论及生活积累与操作方法，别随便拿人开练。错误的引导会产生不良后果。
181,生活中星座啊 心灵感应 这些是不是体现了巴纳姆效应吗？
182,与同学相处不好怎么办 老师，我现在大一，我这个人比较内向，不是很会和同学交流。这也是我第一次住宿，一开始很期待舍友和新同学。但我到了学校后，发生了一系列让我措不及防的事情。新舍友总是拿我开玩笑，我感觉不是很好，在上学期期末，和其中一个舍友闹开了，当很多人到我宿舍堵我的时候，我才知道我在无意间得罪了那么多人。到这学期，我以为事情已经结束了，但并没有，她们总是针对我，我不知道该怎么办？
