,content
97,消费者认为产品有不合理危险，经营者拒绝召回，应如何处理？   在现实生活中，经常可能会出现这样一种情况，即消费者认为产品存在危及人身和财产安全的不合理危险（即产品有缺陷），但是经营者认为没有危险或者认为是合理的危险，而此时该产品并未实际发生安全事故，或者仅有少量的产品发生安全事故（甚至此时尚未引起媒体的关注和报道），这时候消费者应该怎么办？例如三星手机爆炸案发生以后，三星公司迟迟不启动召回；再比如媒体报道某汽车存在安全问题，但是消费者与厂商争议拉锯很久，厂商迟迟不做出召回决定。提示：在自动驾驶汽车这种复杂的技术条件下，举证责任如何分配?消费者在取证上存在巨大的困难，因此今后的相关立法是不是有必要规定：此类汽车上应当具备特殊的记录装置。你怎么看？
98,讨论题2   2. 我国婚姻法关于夫妻忠诚的相关规定、关于离婚损害赔偿、离婚理由等规定。结合王宝强离婚案阐述:；第一，夫妻忠诚义务是否是我国婚姻法规定的夫妻法定义务？第二，马蓉的出轨行为在婚姻法上的后果是什么？第三，王宝强是否可以请求宋喆承担损害赔偿责任。第四，结合国内外立法和学术研究成果，谈谈你对第三者侵害他人婚姻是否应承担侵权责任的看法。我国未来民法典对于此问题应采取的立场？
99,私益诉讼   消协私益诉讼，那诉讼过程中产生的费用是被侵害权益的消费者出还是消协出？
100,热案九    【著作权呼之欲出】不知道大家在闲暇时间是否看过同人小说？所谓同人作品是指对他人作品的知名人物形象或类似形象进行再创作形成的作品。例如，网上可搜寻到的《红楼之林如海重生》、《蜘蛛侠》、《此间的少年》，都属于典型的同人作品。同人作品的作者把大家耳熟能详的人物从原作中特别摘取出来，以此人物作为主角创作出新的作品。同人作品的性质是什么呢？它是否构成了对原作的演绎呢？未经原作的作者同意将其中的人物进行再创作是否构成对著作权的侵犯呢？讨论思路：1、可从署名权、演绎权、修改权等著作权的内容讨论同人作品是否侵犯了原作作者的著作权；2、可从同人作品的产生方式、内容以及同人作品的创新性探讨同人作品是否侵犯了原作作者的著作权。3、若认为同人作品并未侵犯原作作者著作权，那它是否侵犯了原作作者的其他权利？
101,外国犯    前段时间，一加拿大人走私毒品，在中国受审被判死刑。这在刑法上是否只是涉及到了属地原则？
102,关于溯及既往原则   老师，请问民事诉讼法是否适用溯及既往原则?如果相关的法律修订，正在审理中的案件应当改为适用新法吗？已审结但未过除斥期间或者诉讼时效的案件，如果发现新旧法律改变会给实体权利造成比较大的影响的话，又该如何适用呢？谢谢老师～
103,关于缔约过失责任019    对于合同法第四十三条中“无论合同是否成立都应进到保密的义务”，我个人理解是：即使当事人在合同成立后泄露秘密也要承担缔约过失责任；而杨老师在网课中强调缔约过失的行为时间是开始缔约但合同尚未成立，也就是当事人在合同成立后泄露秘密不能算做缔约过失。想问一下这种完全相悖的解释是否是因为我个人的理解有误？
104,二、总则与分则的关系 刑法可以分为总则与分则，与此相对应，刑法学也可以分为总论与分论。总论是对刑法总则进行研究的基本理论体系；分论是对刑法分则进行研究的基本理论体系。但是在学习刑法之前，首先对刑法的总则与分则两者之间的关系要有一个基本的了解。刑法总则是对犯罪和刑罚的一般内容的规定，是一般性的规定；刑法分则是对具体犯罪及其法定刑的规定，刑法总则和分则的关系就是一般与特殊的关系。刑法总则的规定相对于刑法分则的规定而言，总则为纲，分则为目，纲举才能目张。当然我们也必须看到，法律规定如果过于抽象、过于概括，同样也会出现弊端。尤其是刑法对于具体犯罪的规定如果过于抽象，可能使这种犯罪行为变得毫无界限，从而使刑法规定丧失限制机能，这就会破坏罪刑法定原则。罪刑法定是刑法的基本原则，这是我们在刑法学习过程中需要反复强调的一个命题。 我们在学习刑法时，如何处理好总则与分则的关系，首先要强调对于总则的基本原理的学习，因为总则性的规定涉及到刑法的一般原则、一般制度，体现了刑法的基本精神。如前面所讲，刑法总则的规定是刑法之纲，把它学习好，就掌握了整个刑法的基本框架。尤其是刑法总则中的犯罪论体系，是我们学习的重中之重。犯罪论体系，也称为犯罪构成理论，实际上是一种认定犯罪的思维方法。我们掌握了犯罪论体系，就是掌握了区分罪与非罪的一般标准，就能够对具体的罪与非罪的界限来做划分，因此犯罪论体系的学习，我认为是非常重要的。从学习时间的安排来看，也是把刑法总则的学习放在了重要位置。 当然刑法总则的学习同样离不开对于刑法分则的掌握。刑法分则的规定是对具体犯罪的规定，如果光知道关于犯罪和刑罚的一般性规定，而不知道刑法对于具体犯罪的规定，同样解决不了司法实践中罪与非罪的界限问题。实际上，我们在现实生活当中并不存在一般的犯罪，我们看到的总是具体的犯罪，杀人、放火、强奸、抢劫，这些犯罪总是具体的。如果我们进一步考察，甚至我们没有也不存在一般的杀人、抢劫。我们只能看到张三杀李四，李某抢劫王某。犯罪是具体的，而法律规定是抽象的。我们在掌握整个刑法的时候，应当将刑法的总则性规定与分则性规定两者有机结合起来，只有这样才能全面掌握一部刑法。 综上所述，刑法总则和分则的关系就是一般性规定和个别性规定的关系。这种一般性规定与个别性规定两者又是不能割裂的。
105,测验中的疑问？    续展注册应当在注册商标有效期届满前（ ）个月内办理，这个时期称为续展期。请问这个题是不是6个月内？
106,顾客是上帝  老师您好，销售商总是以极其好的态度来服务你的消费行为，但在消费过后，售后服务就形同虚设，这样的消费模式是否应该受到治理
107,作品独创性  老师，有关作品独创性我这样理解对吗——作品都具有独创性，只不过有独创性高低之分。著作权法只保护独创性较“高”的作品。如果独创性较低微的作品（如汇编作品）则不受著作权法保护。
108,长期上访 法院将他们拒之门外，但是问题未能真正解决，从法律角度如何处理
109,专利权申请日和优先权 专利权人在向国家申请专利权时，有时会申请优先权，这里的优先权是指什么，在何种情况下会起到作用，申请优先权的日期就是专利权的申请日吗？
110,上海政法学院法律学院副教授姚洪军关注本院院长侯怀霞涉嫌“抄袭 由他提供的中国知网查重报告显示，侯的博士论文除本人已发表文献复制比达55%，另外5篇期刊文章分别为97.8%、69.1%、55.4%、53.1%、47.6%。但是，无论是给上级教育主管部门写举报信，还是跟涉事学校反映情况，一一打电话给期刊和论文原文作者，包括在网上发帖，姚洪军无一例外地碰壁。（《中国青年报》4月3日）之所以碰壁，是因为仅仅凭借“查重报告”，还判定不了“论文抄袭”。客观而论，“复制比”居高不下，的确是很多“抄袭论文”的一大表征，如今很多作假论文浮出水面，就是因为过不了“查重”这一关。但还应看到，查重检测本身也存在客观不足。除了已发表文献，对于科普性叙述、新闻类报道、历史性综述等引用，所占“复制比”应当被合理压缩。又比如，查重检测是近些年才推广开展的，但有些论文的写作，是在有关学术规范出台之前，以现在的标准“倒查”过去论文，的确能发现“瑕疵”，但也很容易让人反感“溯及既往”，而这也是上海政法学院、中国海洋大学等高校认定侯怀霞不构成“论文抄袭”的重要原因。
