,content
182,冠心病患者的运动   为什么冠心病的患者不能过分的伸腰和弯腰？这样理解不能过分？
183,为什么机体对酮体生成的原料来源有选择性？   酮体生成的原料是乙酰CoA，在肝中合成酮体，但只有脂肪动员时，脂肪酸分解的乙酰CoA增加，酮体的生成才会增加。而摄取高糖饮食时，葡萄糖也会分解产生乙酰CoA，但此时肝中酮体合成的速度并没有明显增加，为什么？
184,那我们应该怎么做，才能减少腰背部疼痛的发生呢。
185,老师，人参分为哪些，他们之间的区别很大吗   老师，以前药方里面只说加人参数钱，现在去药店抓药人家都问要哪种参，这些参的作用区别真的很大吗？
186,腋窝筋膜   膜解剖最近越来越多的被人提起，手术操作时在沿筋膜操作出血极少，术野清晰，且不容易密室方向。老师能否具体讲下关于腋窝筋膜的解剖知识以及改良根治术中如何寻找的问题，谢谢！
187,为什么葡萄糖进入一般细胞不是主动运输
188,湿气 请问去湿气的方法都有哪些？
189,脉位 老师：要是左手尺脉弱，是肾阴不足呗？那肾阴不足吃熟地黄加杜仲？杜仲补阳。你说过，补阴得加点阳的。
190,定植菌    老师，我想了解一下定植菌
191,关于肌肉特点 前臂屈肌和伸肌的连接特点
192,赖氨酸    老师，我想问一下为什么赖氨酸是合成蛋白质后才由前体转变而成的氨基酸？
193,关于生克的具体疑问？ 老师好！我一直没搞明白，五脏生克的具体是什么？到底是阳生阳，阴生阴，阳生阴，阴生阳，还是说可以是前面四种的组合？比如木生火，到底是指肝阳生心阳，肝阴生心阴，肝阳生心阴，肝阴生心阳，还是有组合的？我个人理解，主要应是指肝阳生心阳，不确定有没有肝阴生心阴？其他两种好似不应该成立。我觉得只有理清了这个才能判断虚者补其母的具体操作，比如肝阴虚到底是补肾阴还是肾阳？同理肝阳虚应该补肾阳还是肾阴。上面是关于生的，同理关于克也一样，比如木克土，到底是肝阳克脾阳，肝阴克脾阴，肝阳克脾阴，肝阴克脾阳？我个人理解应该只有肝阳克脾阳成立，不知道对不对？搞清楚了克才能搞清楚乘、侮的具体对应关系。上面只是限于正气与阴津，那么邪气会不会走生克的通路进行流窜呢？我每次问题都比较多，一串问题，希望不会浪费老师太多时间！
194,关于维生素C 维生素C（Vitamin C）又称抗坏血酸（Ascorbic Acid），含于新鲜蔬菜和水果如番茄、菠菜、桔、橙、枣等种。应用的是合成品。在体内抗坏血酸和脱氢抗坏血酸形成可逆的氧化还原系统，次系统在生物氧化剂还原作用中和细胞呼吸中起重要作用。维生素C参与氨基酸代谢、神经递质的合成、胶原蛋白和组织细胞间质的合成。可降低血管的通透性，加速血液的凝固，刺激凝血功能，促进铁在场内吸收，促使血脂下降，增加对感染的抵抗力，参与解毒功能，且有抗组胺的作用及阻止致癌物质生成的作用。
195,骺软骨成年以后不是变成骺线了吗
196,足小指。   老师：胆经到足小指，那它怎样和肝经相连系呢？肝经在足大指啊？
197,激动药与拮抗药    完全激动药与受体通常是不可逆的吗？为什么？那部分激动药呢？
198,我想问一下横断面和横切面，我不清楚
199,请问咖啡的利尿效果和利尿药机制一样吗？
200,肽键 老师，什么是α-肽键？
201,络穴 15络穴12+3，为什么做题是肾有两个络穴是正确项？？
202,药品的质量  怎么辨别家庭中变质的药品
203,子宫肌瘤   老师说的好，要在医生和患者很分的沟通后再决定治疗方案，不像有些医生擅作主张直接给人家把子宫给切了
204,请问阿托品中毒的解救可以使用M受体激动剂毛果云香碱吗？
205,十二指肠引流术    十二指肠液引流术是用十二指肠引流管经口插入将十二指肠液及胆汁引流出体外的检查方法，可协助诊断胆囊、胆管的某些疾病，还能测定十二指肠液的胰酶，以了解胰腺功能。十二指肠引流本身对胆道系统感染也有治疗作用。请问：从解剖学角度来看，插入十二指肠引流管时需要注意哪些事项？譬如路径、插入深度和位置等。
206,胆碱能神经的骨骼肌是不是应该是收缩的呢？   因为骨骼肌是由胆碱能神经的N2受体支配，支配时应该是收缩的吧？
207,骨密质位置  老师，请问一下，视频教学内容中将骨外围作为骨密质，然而，文档里讲述骨密质在骨内，与骨松质相互接近，是否有些矛盾？
208,从体表如何计数肋骨的序数？  肋位于身体的内部，从体表看不到。临床上面在体检时常用肋或肋间隙作为标志，如正常心尖搏动位于左侧第五肋间隙，距前正中线7-9cm。那么从体表如何计数肋骨的序数呢？
209,二级结构，模体（超二级结构），结构域，三级结构的关系 是（二级结构→模体（超二级结构）→结构域→三级结构）这样的关系吗？1.模体是由多个二级结构组合而成还是只能由两个或三个二级结构组合而成？2.模体可以由挨得很近的两条肽链上的二级结构组合而成吗？3.结构域是在模体的基础上进一步侧链的折叠形成的吗？
210,第三个选择题 外科颈是上端与体界处稍细的部分，是肱骨骨松质和肱骨干骨皮质交界的部位，易骨质。请问为什么错了？
211,11岁女孩如何强壮脾胃，在外面吃东西，或吃生冷容易肚子不舒服
212,胸部、胸腔和胸膜腔的区别。
213,老师，请问课程对应的教材是什么？
214,肩关节的运动 肩关节的运动中，冠状轴上的屈和伸、矢状轴上的收和展分别是什么意思，是指以冠状轴为旋转轴进行屈伸呢还是以它为移动方向进行的屈伸呢？矢状轴的收展又是什么意思？
215,老师，药物选择性高低，和特异性高低是不是没有必然联系？    所用药物作用于机体的相应受体，而且只作用于此受体，可以说特异性高，但可能这个受体在机体全身都有分布，这样的话，此药物治疗存在机体某部位的某种疾病时，必然会作用到其他部位，导致不良反应，这就是选择性低？
216,"第七章第三题 不合理用药造成的危害： 1.导致治疗失败 不合理用药不仅治疗效果不能得到充分保证,还会延误疾病的治疗,轻则无效,重则贻误救治患者的时机,危及患者的生命。 2.易发生不良反应 某些具有相同不良反应的药物,合并用药时使不良反应相加,加重对机体的损害。 使用时要认真阅读说明书，谨遵医嘱。"
217,讨论题：如何理解中医护理的内涵？   如何理解中医护理的内涵？
218,寸，关，尺  老师，我只能摸到关脉？
219,生理期痛经  咨询一下老师，生理期痛经吃止疼药会不会什么影响？
220,老师肺炎发热的首选放发，是物理降温是吧！
221,为何关于男性泌尿系统的疾病介绍不够全面？   男性会阴瘙痒，无性生活，可能是受到什么感染了，且面积逐渐变大这属于啥病，看完全部课程没有找到。希望好心人解答一下
222,结扎 男性结扎后，还能不能通过手术再恢复生育能力?
223,青光眼    瞳孔阻滞性青光眼是什么意思。
224,关于药茶   春生、养肝宜枸杞玫瑰，夏长、清心宜莲子心苦瓜，长夏化、健脾宜藿香佩兰，秋收、润肺宜雪梨茡荠，冬藏、补肾宜羊肉桂圆。
225,讨论题：   请阅读子午流注相关文献，谈一谈我们在临床护理过程中如何运用整体观念使人与自然环境达到和谐统一，请举例。
226,阑尾与阑尾炎 测验的第二题答案是不是有点问题，老师。
227,如何理解脑力劳动者要较体力劳动者   如何理解脑力劳动者要较体力劳动者需要更长的动眼睡眠时间？请老师或同学解释一下动眼睡眠时间。
228,肺经 为何肺经起于中焦
229,思考题阿司匹林排泻  风湿病患者服用阿司匹林产生水杨酸效应怎样加快排泄
230,脉诊学习中的疑问   请教老师：关于脉诊方面的知识。脉诊在中医的诊断中是非常重要的特色内容，脉诊主要是通过医生两手的三个手指触摸病人的两手腕处的一根血管内的血液充盈和气的运行强度而判断病人疾病情况，请教老师 ，1）为何同一病人在同一时刻，其左右手的血液充盈和气的运行为何有所不同？，以至与人体的五脏相对应？2）病人的左或右手上的寸关尺，都是在一只手的血管，为何说寸关尺对应的三个内脏器官的血液和气流为何不同？3）一只手腕部位的血管所处的位置是相对固定的，为何同一个部位纵向（即寸部、关部、尺部）的浮取、中取、沉取会有不同的脉象？同一纵向部位有三根血管吗？
231,四十左右停经，是不是更年期
232,蚓状肌管   老师请问蚓状肌管是什么？
233,扎针 学完成绩合格后，可以自行动手扎针吗？（在自己身上）有什么风险吗？
234,怒发冲冠   人在发怒时头发为何能“冲冠”？此时身体还会发生哪些变化？
235,请问 请问治疗胃十二指肠溃疡杀灭幽门螺杆菌的三联疗法(一种抑酸药两种抗生素)需要用药多久才能完全杀灭幽门螺杆菌呢？
236,肾上腺素   去甲肾上腺素对那种组织的作用最强？
237,关内穴    老师请问关内穴在手上到底是用两根手指还是用三根手指找穴位，百家讲坛翟双庆教授说说两根手指，但网上查很多都说三根手指，穴位如果错了的话，就没效果，求正解
238,破壁技术   我最近了解到一种中药，说是用了破壁技术，比起普通煮药，泡药，能让人体吸收更充分。销售的人还说现在有些中草药含量不确定。还可能会被农药污染。我觉得他说的有一定道理，但肯定也是一种营销手段。对于草药污染和破壁技术您怎么看？
239,腹内筋膜   老师请问腹内筋膜是包括腹横筋膜和腹膜外脂肪吗？
240,兴奋性反应 抑制由强变弱和兴奋由弱变强。什么意思
241,原发性高血压的危害很大吗
242,讨论题：请你谈一谈《黄帝内经》中有关情志护理的内容。 请你谈一谈《黄帝内经》中有关情志护理的内容。
